QGC WPL 110
0	1	0	16	0	0	0	0	53.946691	-1.067272	0.000000	1
1	0	3	22	0.000000	5.000000	0.000000	0.000000	53.946691	-1.064268	20.000000	1
2	0	3	178	0	20	0	0	0	0	0	1
3	0	3	16	0.000000	3.000000	0.000000	0.000000	53.946691	-1.060631	20.000000	1

1	0	3	87	4000	0	0	0	0	0	0	1
1	0	3	85	4000	0	0	0	0	0	0	1
1	0	3	86	4000	0	0	0	0	0	0	1
1	0	3	87	4000	0	0	0	0	0	0	1
1	0	3	86	4000	0	0	0	0	0	0	1
1	0	3	85	4000	0	0	0	0	0	0	1
1	0	3	87	4000	0	0	0	0	0	0	1

2	0	3	178	0	20	0	0	0	0	0	1
8	0	3	21	0.000000	3.000000	0.000000	0.000000	53.947101	-1.064247	0.000000	1
