1040,3.1675e+07,0,0.01,0,14.2,0,89.92,0,0
1057,3.1695e+07,0,0.01,0,14.2,0,89.92,0,0
1083,3.1715e+07,0,0.01,0,14.2,0,89.92,0,0
1100,3.1735e+07,0,0.01,0,14.2,0,89.92,0,0
1117,3.1755e+07,0,0.01,0,14.2,0,89.92,0,0
1134,3.1775e+07,0,0.01,0,14.2,0,89.92,0,0
1151,3.1795e+07,0,0.01,0,14.2,0,89.92,0,0
1177,3.1815e+07,0,0.01,0,14.2,0,89.92,0,0
1196,3.1835e+07,0,0.01,0,14.2,0,89.92,0,0
1213,3.1855e+07,0,0.02,0,14.2,0,89.92,0,0
1230,3.1875e+07,0,0.02,0,14.2,0,89.92,0,0
1247,3.1895e+07,0,0.02,0,14.2,0,89.92,0,0
1273,3.1915e+07,0,0.02,0,14.2,0,89.92,0,0
1290,3.1935e+07,0,0.02,0,14.2,0,89.92,0,0
1307,3.1955e+07,0,0.02,0,14.2,0,89.92,0,0
1324,3.1975e+07,0,0.02,0,14.2,0,89.92,0,0
1341,3.1995e+07,0,0.02,0,14.2,0,89.92,0,0
1370,3.2015e+07,0,0.02,0,14.2,0,89.92,0,0
1389,3.2035e+07,0,0.02,0,14.2,0,89.92,0,0
1406,3.2055e+07,0,0.02,0,14.2,0,89.92,0,0
1423,3.2075e+07,0,0.02,0,14.2,0,89.92,0,0
1440,3.2095e+07,0,0.02,0,14.2,0,89.92,0,0
1466,3.2115e+07,0,0.02,0,14.2,0,89.92,0,0
1483,3.2135e+07,0,0.02,0,14.2,0,89.92,0,0
1500,3.2155e+07,0,0.02,0,14.2,0,89.92,0,0
1517,3.2175e+07,0,0.02,0,14.2,0,89.92,0,0
1534,3.2195e+07,0,0.02,0,14.2,0,89.92,0,0
1560,3.2215e+07,0,0.02,0,14.2,0,89.92,0,0
1579,3.2235e+07,0,0.02,0,14.2,0,89.92,0,0
1596,3.2255e+07,0,0.02,0,14.2,0,89.92,0,0
1613,3.2275e+07,0,0.02,0,14.2,0,89.92,0,0
1630,3.2295e+07,0,0.02,0,14.2,0,89.92,0,0
1656,3.2315e+07,0,0.02,0,14.2,0,89.92,0,0
1673,3.2335e+07,0,0.02,0,14.2,0,89.92,0,0
1690,3.2355e+07,0,0.02,0,14.2,0,89.92,0,0
1707,3.2375e+07,0,0.02,0,14.2,0,89.92,0,0
1724,3.2395e+07,0,0.02,0,14.2,0,89.92,0,0
1750,3.2415e+07,0,0.02,0,14.2,0,89.92,0,0
1769,3.2435e+07,0,0.02,0,14.2,0,89.92,0,0
1786,3.2455e+07,0,0.02,0,14.2,0,89.92,0,0
1803,3.2475e+07,0,0.02,0,14.2,0,89.92,0,0
1820,3.2495e+07,0,0.02,0,14.2,0,89.92,0,0
1846,3.2515e+07,0,0.02,0,14.2,0,89.92,0,0
1863,3.2535e+07,0,0.02,0,14.2,0,89.92,0,0
1880,3.2555e+07,0,0.02,0,14.2,0,89.92,0,0
1897,3.2575e+07,0,0.02,0,14.2,0,89.92,0,0
1914,3.2595e+07,0,0.02,0,14.2,0,89.92,0,0
1940,3.2615e+07,0,0.02,0,14.2,0,89.92,0,0
1959,3.2635e+07,0,0.02,0,14.2,0,89.92,0,0
1976,3.2655e+07,0,0.02,0,14.2,0,89.92,0,0
1993,3.2675e+07,0,0.02,0,14.2,0,89.92,0,0
2010,3.2695e+07,0,0.02,0,14.2,0,89.92,0,0
2036,3.2715e+07,0,0.02,0,14.2,0,89.92,0,0
2053,3.2735e+07,0,0.02,0,14.2,0,89.92,0,0
2070,3.2755e+07,0,0.02,0,14.2,0,89.92,0,0
2087,3.2775e+07,0,0.02,0,14.21,0,89.92,0,0
2104,3.2795e+07,0,0.02,0,14.21,0,89.92,0,0
2130,3.2815e+07,0,0.02,0,14.21,0,89.92,0,0
2149,3.2835e+07,0,0.02,0,14.21,0,89.92,0,0
2166,3.2855e+07,0,0.02,0,14.21,0,89.92,0,0
2183,3.2875e+07,0,0.02,0,14.21,0,89.92,0,0
2200,3.2895e+07,0,0.02,0,14.21,0,89.92,0,0
2226,3.2915e+07,0,0.02,0,14.21,0,89.92,0,0
2243,3.2935e+07,0,0.02,0,14.21,0,89.92,0,0
2260,3.2955e+07,0,0.02,0,14.21,0,89.92,0,0
2277,3.2975e+07,0,0.02,0,14.21,0,89.92,0,0
2294,3.2995e+07,0,0.02,0,14.21,0,89.92,0,0
2323,3.3015e+07,0,0.02,0,14.21,0,89.92,0,0
2342,3.3035e+07,0,0.02,0,14.21,0,89.92,0,0
2359,3.3055e+07,0,0.02,0,14.21,0,89.92,0,0
2376,3.3075e+07,0,0.02,0,14.21,0,89.92,0,0
2393,3.3095e+07,0,0.02,0,14.21,0,89.92,0,0
2422,3.3115e+07,0,0.02,0,14.21,0,89.92,0,0
2440,3.3135e+07,0,0.02,0,14.21,0,89.92,0,0
2457,3.3155e+07,0,0.02,0,14.21,0,89.92,0,0
2474,3.3175e+07,0,0.02,0,14.21,0,89.93,0,0
2491,3.3195e+07,0,0.02,0,14.21,0,89.93,0,0
2517,3.3215e+07,0,0.02,0,14.21,0,89.93,0,0
2536,3.3235e+07,0,0.02,0,14.21,0,89.92,0,0
2553,3.3255e+07,0,0.02,0,14.21,0,89.92,0,0
2570,3.3275e+07,0,0.02,0,14.21,0,89.92,0,0
2587,3.3295e+07,0,0.02,0,14.21,0,89.92,0,0
2613,3.3315e+07,0,0.02,0,14.21,0,89.92,0,0
2631,3.3335e+07,0,0.02,0,14.21,0,89.93,0,0
2648,3.3355e+07,0,0.02,0,14.21,0,89.92,0,0
2665,3.3375e+07,0,0.02,0,14.21,0,89.92,0,0
2682,3.3395e+07,0,0.02,0,14.21,0,89.92,0,0
2709,3.3415e+07,0,0.02,0,14.21,0,89.92,0,0
2728,3.3435e+07,0,0.02,0.84,14.21,0,89.92,0,0
2745,3.3455e+07,0,0.02,0.84,14.21,0,89.92,0,0
2762,3.3475e+07,0,0.02,0.84,14.21,0,89.92,0,0
2779,3.3495e+07,0,0.02,0.84,14.21,0,89.92,0,0
2806,3.3515e+07,0,0.02,0.84,14.21,0,89.92,0,0
2823,3.3535e+07,0,0.02,0,14.21,0,89.92,0,0
2840,3.3555e+07,0,0.02,0,14.2,0,89.92,0,0
2857,3.3575e+07,0,0.02,0,14.2,0,89.92,0,0
2874,3.3595e+07,0,0.02,0,14.2,0,89.92,0,0
2901,3.3615e+07,0,0.02,0,14.2,0,89.92,0,0
2920,3.3635e+07,0,0.02,0,14.2,0,89.92,0,0
2937,3.3655e+07,0,0.01,0,14.2,0,89.92,0,0
2954,3.3675e+07,0,0.01,0,14.2,0,89.92,0,0
2971,3.3695e+07,0,0.01,0,14.2,0,89.92,0,0
2998,3.3715e+07,0,0.01,0,14.2,0,89.92,0,0
3015,3.3735e+07,0,0,0,14.2,0,89.92,0,0
3032,3.3755e+07,0,0,0,14.2,0,89.92,0,0
3049,3.3775e+07,0,0,0,14.2,0,89.92,0,0
3066,3.3795e+07,0,0,0,14.2,0,89.92,0,0
3093,3.3815e+07,0,0,0,14.2,0,89.92,0,0
3112,3.3835e+07,0,0,0,14.2,0,89.93,0,0
3129,3.3855e+07,0,0,0,14.2,0,89.93,0,0
3146,3.3875e+07,0,0,0,14.2,0,89.94,0,0
3163,3.3895e+07,0,0,0,14.2,0,89.94,0,0
3190,3.3915e+07,0,-0.01,0,14.2,0,89.95,0,0
3207,3.3935e+07,0,-0.01,0,14.21,0,89.96,0,0
3224,3.3955e+07,0,-0.01,0,14.21,0,89.96,0,0
3241,3.3975e+07,0,-0.01,0,14.21,0,89.97,0,0
3258,3.3995e+07,0,-0.02,0,14.21,0,89.98,0,0
3289,3.4015e+07,0,-0.02,0,14.21,0,90,0,0
3308,3.4035e+07,0,-0.02,0,14.21,0,90.01,0.02,0
3325,3.4055e+07,0,-0.02,0,14.21,0,90.02,0.02,0
3342,3.4075e+07,0,-0.03,0,14.21,0,90.03,0.02,0
3359,3.4095e+07,0,-0.03,0,14.21,0,90.05,0.02,0
3386,3.4115e+07,0,-0.03,0,14.21,0,90.07,0.02,0
3403,3.4135e+07,0,-0.03,0,14.21,0,90.08,0.02,0
3420,3.4155e+07,0,-0.04,0,14.21,0,90.1,0.02,0
3437,3.4175e+07,0,-0.04,0,14.21,0,90.12,0.02,0
3454,3.4195e+07,0,-0.04,0,14.21,0,90.15,0.02,0
3481,3.4215e+07,0,-0.04,0,14.21,0,90.17,0.02,0
3500,3.4235e+07,0,-0.05,0,14.21,0,90.19,0.01,0
3517,3.4255e+07,0,-0.05,0,14.2,0,90.22,0.01,0.01
3534,3.4275e+07,0,-0.05,0,14.2,0,90.25,0.01,0.01
3551,3.4295e+07,0,-0.05,0,14.2,0,90.28,0.01,0.01
3578,3.4315e+07,0,-0.06,0,14.2,0,90.31,0.01,0.01
3595,3.4335e+07,0,-0.06,0,14.2,0,90.34,0.01,0.01
3612,3.4355e+07,0,-0.06,0,14.2,0,90.38,0.01,0.01
