QGC WPL 110
0	1	0	16	0	5	0	0	53.9465898446791172	-1.06727242469787598	0	1
1	0	3	22	0	5	0	0	53.9466719310188836	-1.06426835060119629	20	1
2	0	3	16	0	3	0	0	53.9467035026450077	-1.06063127517700195	20	1
3	0	3	16	0	3	0	0	53.9435209625255112	-1.05998754501342773	20	1
4	0	3	16	0	3	0	0	53.9434704440579154	-1.06116771697998047	20	1
5	0	3	16	0	3	0	0	53.9466908739974329	-1.06170415878295898	20	1
6	0	3	16	0	3	0	0	53.9471897026694904	-1.06206893920898438	0	1
7	0	3	16	0	3	0	0	53.9471391886450604	-1.06293797492980957	0	1
8	0	3	16	0	3	0	0	53.9466656166907867	-1.06292724609375	20	1
9	0	3	16	0	3	0	0	53.9434072958873898	-1.06236934661865234	20	1
10	0	3	21	0	3	0	0	53.9470192175918655	-1.06633901596069336	0	1
